1,JavaScript: Compare two objects to determine if the first one contains equivalent property values to the second one,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Compare two objects to determine if the first one contains equivalent property values to the second one</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2
const matches = (obj, source) =>
  Object.keys(source).every(key => obj.hasOwnProperty(key) && obj[key] === source[key]);
console.log(matches({ age: 25, hair: 'long', beard: true }, { hair: 'long', beard: true })); // true
console.log(matches({ hair: 'long', beard: true }, { age: 25, hair: 'long', beard: true })); // false
console.log(matches({ hair: 'long', beard: true }, { age: 26, hair: 'long', beard: true })); // false
","Medium
"
3,JavaScript: Converts a comma-separated values string to a 2D array,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Converts a comma-separated values string to a 2D array</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2
const csv_to_array = (data, delimiter = ',', omitFirstRow = false) =>
  data
    .slice(omitFirstRow ? data.indexOf('\n') + 1 : 0)
    .split('\n')
    .map(v => v.split(delimiter));

console.log(csv_to_array('a,b\nc,d')); 
console.log(csv_to_array('a;b\nc;d', ';')); 
console.log(csv_to_array('head1,head2\na,b\nc,d', ',', true));
","Medium
"
4,JavaScript : Convert a comma-separated values string to a 2D array of objects,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Convert a comma-separated values string to a 2D array of objects</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2
const CSV_to_JSON = (data, delimiter = ',') => {
  const titles = data.slice(0, data.indexOf('\n')).split(delimiter);
  return data
    .slice(data.indexOf('\n') + 1)
    .split('\n')
    .map(v => {
      const values = v.split(delimiter);
      return titles.reduce((obj, title, index) => ((obj[title] = values[index]), obj), {});
    });
};
console.log(CSV_to_JSON('col1,col2\na,b\nc,d')); // [{'col1': 'a', 'col2': 'b'}, {'col1': 'c', 'col2': 'd'}];
console.log(CSV_to_JSON('col1;col2\na;b\nc;d', ';')); // [{'col1': 'a', 'col2': 'b'}, {'col1': 'c', 'col2': 'd'}];
","Medium
"
5,JavaScript: Convert an array of objects to a comma-separated values string that contains only the columns specified,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Convert an array of objects to a comma-separated values string that contains only the columns specified</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2
const JSON_to_CSV = (arr, columns, delimiter = ',') =>
  [
    columns.join(delimiter),
    ...arr.map(obj =>
      columns.reduce(
        (acc, key) => `${acc}${!acc.length ? '' : delimiter}""${!obj[key] ? '' : obj[key]}""`,
        ''
      )
    )
  ].join('\n');

console.log(JSON_to_CSV([{ x: 100, y: 200 }, { x: 300, y: 400, z: 500 }, { x: 6 }, { y: 7 }], ['x', 'y']));
console.log(JSON_to_CSV([{ x: 100, y: 200 }, { x: 300, y: 400, z: 500 }, { x: 6 }, { y: 7 }], ['x', 'y'], ';'));
","Medium
"
6,JavaScript: Target a given value in a nested JSON object,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Target a given value in a nested JSON object</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2
const dig = (obj, target) =>
  target in obj
    ? obj[target]
    : Object.values(obj).reduce((acc, val) => {
        if (acc !== undefined) return acc;
        if (typeof val === 'object') return dig(val, target);
      }, undefined);

const data = {
  level1: {
    level2: {
      level3: 'some data'
    }
  }
};

const dog = {
    ""status"": ""success"",
    ""message"": ""https://images.dog.ceo/breeds/african/n02116738_1105.jpg""
}
console.log(dig(data, 'level3'));
console.log(dig(data, 'level4'));
console.log(dig(dog, 'message'));
","Medium
"
7,JavaScript: Converts a specified number to an array of digits,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Converts a specified number to an array of digits</title>
</head>
<body>

</body>
</html>
","const digitize = n => [...`${n}`].map(i => parseInt(i));

console.log(digitize(123));
console.log(digitize(1230));
","Easy
"
8,JavaScript: Filter out the specified values from a specified array,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Filter out the specified values from a specified array</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
 const pull = (arr, ...args) => {
  let argState = Array.isArray(args[0]) ? args[0] : args;
  let pulled = arr.filter((v, i) => !argState.includes(v));
  arr.length = 0;
  pulled.forEach(v => arr.push(v));
  return pulled;
};
let arra1 = ['a', 'b', 'c', 'a', 'b', 'c'];
console.log(pull(arra1, 'a', 'c'));
let arra2 =  ['a', 'b', 'c', 'a', 'b', 'c'];
console.log(pull(arra2, 'b'));
","Easy
"
9,JavaScript: Combine the numbers of a given array into an array containing all combinations,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Combine the numbers of a given array into an array containing all combinations</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const powerset = arr => arr.reduce((a, v) => a.concat(a.map(r => [v].concat(r))), [[]]);
console.log(powerset([1, 2]));
console.log(powerset([1, 2, 3]));
console.log(powerset([1, 2, 3, 4]));
","Medium
"
10,JavaScript: Extract out the values at the specified indexes from a specified array,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Extract out the values at the specified indexes from a specified array</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const pull_at_Index = (arr, pullArr) => {
  let removed = [];
  let pulled = arr
    .map((v, i) => (pullArr.includes(i) ? removed.push(v) : v))
    .filter((v, i) => !pullArr.includes(i));
  arr.length = 0;
  pulled.forEach(v => arr.push(v));
  return removed;
};
let arra1 = ['a', 'b', 'c', 'd', 'e', 'f'];
console.log(pull_at_Index(arra1, [1, 3]));
let arra2 =  [1, 2, 3, 4, 5, 6, 7];
console.log(pull_at_Index(arra2, [4]));
","Easy
"
11,JavaScript: Generate a random hexadecimal color code,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Generate a random hexadecimal color code</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const random_hex_color_code = () => {
  let n = (Math.random() * 0xfffff * 1000000).toString(16);
  return '#' + n.slice(0, 6);
};

console.log(random_hex_color_code())
","Medium
"
12,JavaScript: Removes non-printable ASCII characters from a given string,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Removes non-printable ASCII characters from a given string</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const remove_non_ASCII = str => str.replace(/[^\x20-\x7E]/g, '');
console.log(remove_non_ASCII('äÄçÇéÉêw3resouröceÖÐþúÚ'));
","Medium
"
13,JavaScript: Convert the length of a given string in bytes,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Convert the length of a given string in bytes</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const byte_Size = str => new Blob([str]).size;
console.log(byte_Size('123456'));  
console.log(byte_Size('Hello World'));  
console.log(byte_Size('Ã¢')); 
","Easy
"
14,JavaScript: Replace the names of multiple object keys with the values provided,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Replace the names of multiple object keys with the values provided</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const rename_keys = (keysMap, obj) =>
  Object.keys(obj).reduce(
    (acc, key) => ({
      ...acc,
      ...{ [keysMap[key] || key]: obj[key] }
    }),
    {}
  );
const obj = { name: 'Bobo', job: 'Programmer', shoeSize: 100 };
console.log(""Original Object"");
console.log(obj);
console.log(""-------------------------------------"");
result = rename_keys({ name: 'firstName', job: 'Actor' }, obj);
console.log(""New Object"");
console.log(result);
","Medium
"
15,"JavaScript: Return the minimum-maximum value of an array, after applying the provided function to set comparing rule","<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Return the minimum-maximum value of an array, after applying the provided function to set comparing rule</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const reduce_Which = (arr, comparator = (a, b) => a - b) =>
  arr.reduce((a, b) => (comparator(a, b) >= 0 ? b : a));
console.log(reduce_Which([1, 3, 2])); 
console.log(reduce_Which([10, 30, 20], (a, b) => b - a));  
console.log(reduce_Which(
  [{ name: 'Kevin', age: 16 }, { name: 'John', age: 20 }, { name: 'Ani', age: 19 }],
  (a, b) => a.age - b.age)); 
","Medium
"
16,"JavaScript: Returns true if the provided predicate function returns true for all elements in a collection, false otherwise","<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Returns true if the provided predicate function returns true for all elements in a collection, false otherwise</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const all = (arr, fn = Boolean) => arr.every(fn);
console.log(all([4, 2, 3], x => x > 1)); 
console.log(all([4, 2, 3], x => x < 1));
console.log(all([1, 2, 3])); 
","Easy
"
17,JavaScript: Split values of two given arrays into two groups,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Split values of two given arrays into two groups</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const bifurcate = (arr, filter) =>
  arr.reduce((acc, val, i) => (acc[filter[i] ? 0 : 1].push(val), acc), [[], []]);
console.log(bifurcate([1, 2, 3, 4], [true, true, false, true]));
console.log(bifurcate([1, 2, 3, 4], [true, true, true, true]));
console.log(bifurcate([1, 2, 3, 4], [false, false, false, false]));
","Medium
"
18,JavaScript: Remove specified elements from the left of a given array of elements,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Remove specified elements from the left of a given array of elements</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
function remove_from_left(arr, n = 1){
  return arr.slice(n); 
}
console.log(remove_from_left([1, 2, 3]));
console.log(remove_from_left([1, 2, 3], 1));
console.log(remove_from_left([1, 2, 3], 2));
console.log(remove_from_left([1, 2, 3], 4));
","Medium
"
19,JavaScript: Remove specified elements from the right of a given array of elements,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Remove specified elements from the right of a given array of elements</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
function remove_from_right(arr, n = -1){
  return arr.slice(n); 
}

console.log(remove_from_right([1, 2, 3]));
console.log(remove_from_right([1, 2, 3], -1));
console.log(remove_from_right([1, 2, 3], -2));
console.log(remove_from_right([1, 2, 3], -4));
","Hard
"
20,JavaScript: Extend a 3-digit color code to a 6-digit color code,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Extend a 3-digit color code to a 6-digit color code</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const extend_Hex = shortHex =>
  '#' +
  shortHex
    .slice(shortHex.startsWith('#') ? 1 : 0)
    .split('')
    .map(x => x + x)
    .join('');

console.log(extend_Hex('#03f'));
console.log(extend_Hex('05a'));
","Easy
"
21,,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get every nth element in a given array</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const every_nth = (arr, nth) => arr.filter((e, i) => i % nth === nth - 1);
console.log(every_nth([1, 2, 3, 4, 5, 6], 1));
console.log(every_nth([1, 2, 3, 4, 5, 6], 2));
console.log(every_nth([1, 2, 3, 4, 5, 6], 3));
console.log(every_nth([1, 2, 3, 4, 5, 6], 4));
","Medium
"
22,JavaScript: Filter out the non-unique values in an array,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Filter out the non-unique values in an array</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const filter_Non_Unique = arr => arr.filter(i => arr.indexOf(i) === arr.lastIndexOf(i));

console.log(filter_Non_Unique([1, 2, 2, 3, 4, 4, 5]));  
console.log(filter_Non_Unique([1, 2, 3, 4]));  
","Easy
"
23,"JavaScript: Filter out the non-unique values in an array, based on a provided comparator function","<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Filter out the non-unique values in an array, based on a provided comparator function</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const filter_Non_UniqueBy = (arr, fn) =>
  arr.filter((v, i) => arr.every((x, j) => (i === j) === fn(v, x, i, j)));

console.log(filter_Non_UniqueBy(
  [
    { id: 0, value: 'a' },
    { id: 1, value: 'b' },
    { id: 2, value: 'c' },
    { id: 1, value: 'd' },
    { id: 0, value: 'e' }
  ],
  (a, b) => a.id == b.id
)); 
","Medium
"
24,JavaScript: Decapitalize the first letter of a string,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Decapitalize the first letter of a string</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const decapitalize = ([first, ...rest], upperRest = false) =>
  first.toLowerCase() + (upperRest ? rest.join('').toUpperCase() : rest.join(''));
console.log(decapitalize('W3resource'))
console.log(decapitalize('Red', true));
","Easy
"
25,JavaScript: Create a new array out of the two supplied by creating each possible pair from the arrays,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Create a new array out of the two supplied by creating each possible pair from the arrays</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const xProd = (a, b) => a.reduce((acc, x) => acc.concat(b.map(y => [x, y])), []);
console.log(xProd([1, 2], ['a', 'b']));
console.log(xProd([1, 2], [1, 2]));
console.log(xProd(['a', 'b'], ['a', 'b']));
","Medium
"
26,JavaScript: Return true if the string is y/yes other wise false,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Return true if the string is y/yes other wise false</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const yes_No = (val, def = false) =>
  /^(y|yes)$/i.test(val) ? true : /^(n|no)$/i.test(val) ? false : def;
console.log(yes_No('Y')); 
console.log(yes_No('yes'));  
console.log(yes_No('No')); 
console.log(yes_No('Foo', true));  
","Easy
"
27,JavaScript: Find every element that exists in any of the two given arrays once,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Find every element that exists in any of the two given arrays once</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const union_With = (a, b, comp) =>
 Array.from(new Set([...a, ...b.filter(x => a.findIndex(y => comp(x, y)) === -1)]));

console.log(union_With([1, 1.2, 1.5, 3, 0], [1.9, 3, 0, 3.9], (a, b) => Math.round(a) === Math.round(b)));
console.log(union_With([1, 2, 3, 4], [1, 2, 3, 4, 5], (a, b) => Math.round(a) === Math.round(b)));
","Medium
"
28,JavaScript: Measure the time taken by a function to execute,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Measure the time taken by a function to execute</title>
</head>
<body>

</body>
</html>
","const time_taken = callback => {
  const result = callback();
  return result;
};
console.log(""Time taken: "" + time_taken(() => Math.pow(2, 10))+"" ms""); 
console.log(""Time taken: "" + time_taken(() => Math.sqrt(225))+"" ms"");
console.log(""Time taken: "" + time_taken(() => Math.sqrt((5 * 5) + (6 * 6)))+"" ms"");
","Easy
"
29,JavaScript: Convert a value to a safe integer,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Convert a value to a safe integer</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const to_Safe_Integer = num =>
 Math.round(Math.max(Math.min(num, Number.MAX_SAFE_INTEGER), Number.MIN_SAFE_INTEGER));
console.log(to_Safe_Integer('5.2'));
console.log(to_Safe_Integer('5.52'));
console.log(to_Safe_Integer(Infinity)); 
","Medium
"
30,"JavaScript: Filter out the element(s) of a given array, that have one of the specified values","<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Filter out the element(s) of a given array, that have one of the specified values</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const without = (arr, ...args) => arr.filter(v => !args.includes(v));

console.log(without([2, 1, 2, 3], 1, 2));
console.log(without([2, 1, 2, 3], 3));
","Medium
"
31,JavaScript: Find all elements in a given array except for the first one,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Find all elements in a given array except for the first one</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const tail = arr => (arr.length > 1 ? arr.slice(1) : arr);
console.log(tail([1, 2, 3])); 
console.log(tail([1]));
","Easy
"
32,JavaScript: Get the sum of a given array using the provided function,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get the sum of a given array using the provided function</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const sumBy = (arr, fn) =>
arr.map(typeof fn === 'function' ? fn : val => val[fn]).reduce((acc, val) => acc + val, 0);

console.log(sumBy([{ n: 4 }, { n: 2 }, { n: 8 }, { n: 6 }], o => o.n));
console.log(sumBy([{ n: -4 }, { n: -2 }, { n: 8 }, { n: 6 }], 'n'));
","Medium
"
33,JavaScript: Get a random number in the specified range,"<!DOCTYPE html>
<html>
<head>
  <meta charset=""utf-8"">
  <title>Get a random number in the specified range</title>
</head>
<body>

</body>
</html>
","//#Source https://bit.ly/2neWfJ2 
const random_Number_In_Range = (min, max) => Math.random() * (max - min) + min;
console.log(random_Number_In_Range(2, 10)); 
console.log(random_Number_In_Range(1, 5)); 
console.log(random_Number_In_Range(-5, -2)); 
console.log(random_Number_In_Range(0, 1)); 
","Hard
"
